,index,auteur,date_publication,titre
696,1128,Jean-Luc Warsmann,09/07/2018,visant à allonger la durée de la session ordinaire
697,1129,Jean-Luc Warsmann,09/07/2018,visant à instaurer un délai maximal obligatoire de publication des mesures d'application des lois
698,1130,Jean-Luc Warsmann,09/07/2018,visant à instaurer une procédure de temps structuré
699,1131,Jean-Luc Warsmann,10/07/2018,visant à soumettre les projets de loi de finances et de loi de financement de la sécurité sociale à un débat commun
700,1132,Jean-Luc Warsmann,09/07/2018,"visant à prévoir, par défaut, une lecture unique dans chaque chambre"
701,1133,Jean-Luc Warsmann,13/07/2018,pour mieux valoriser le travail en commission
702,1134,Jean-Luc Warsmann,13/07/2018,pour développer le contrôle exercé par le Parlement sur l'exécution budgétaire
703,1136,Bastien Lachaud,17/07/2018,"tendant à la création d'une commission d'enquête relative à l'implication éventuelle de la France dans le conflit en cours au Yémen, le respect de la légalité internationale et de la Constitution"
704,1143,Sébastien Chenu,11/07/2018,tendant à la création d'une commission d'enquête relative à l'évaluation des conditions de détention des détenus particulièrement signalés
705,1144,Paul Christophe,13/07/2018,créant un Défenseur de l'autonomie
706,1148,Ugo Bernalicis,17/07/2018,tendant à la création dune commission denquête sur les conditions dusage et de commandement des forces de lordre lors des événements survenus en marge de la manifestation parisienne du 1er mai 2018
707,1151,Marie-France Lorho,23/07/2018,tendant à la création dune commission denquête sur les ventes darmes des entreprises françaises et notre indépendance politique à cet égard
708,1152,Ugo Bernalicis,23/07/2018,tendant à la création dune commission denquête sur les méthodes de management et ses conséquences notamment sur la santé au travail des salariés du groupe La Poste
709,1156,Valérie Lacroute,18/07/2018,visant à réduire la franchise assurantielle en cas de catastrophe naturelle
710,1157,Pierre Dharréville,17/07/2018,portant institutionnalisation de l'Observatoire de la laïcité
711,1158,Daniel Fasquelle,17/07/2018,"visant à assurer l'équité dans les critères de sélection et la transparence dans les outils utilisés dans le cadre de ""Parcoursup"""
712,1159,Olivier Serva,18/07/2018,tendant à la création d'un régime d'indemnisation des victimes du chlordécone en Guadeloupe et en Martinique
713,1160,Gilles Lurton,18/07/2018,visant à assurer le versement de la prime de naissance avant la naissance de l'enfant
714,1161,Fabrice Brun,18/07/2018,visant à instaurer une taxe intérieure de consommation sur les produits énergétiques flottante
715,1162,Yves Jégo,18/07/2018,"instaurant un programme de parrainage des réfugiés, apatrides et bénéficiaires de protection"
716,1165,Loïc Prud'homme,26/07/2018,tendant à la création dune commission denquête sur les répercussions sanitaires et environnementales des activités industrielles du bassin de Lacq
717,1166,Julien Aubert,30/07/2018,"tendant à la création dune commission denquête sur le coût économique, industriel et environnemental des énergies renouvelables"
718,1167,Marie-France Lorho,24/07/2018,tendant à la création d'une commission d'enquête sur le vin naturel
719,1170,,20/07/2018,", modifiée par le Sénat, relative à l'encadrement de l'utilisation du téléphone portable dans les établissements d'enseignement scolaire"
720,1178,François-Michel Lambert,26/07/2018,relative à la reconnaissance du génocide tsigane
721,1183,Patrick Hetzel,30/07/2018,tendant à la création dune commission denquête sur la politique nationale de protection des mineurs contre la pornographie
722,1191,Josiane Corneloup,02/08/2018,visant à développer l'accueil familial des personnes âgées et handicapées
723,1192,Arnaud Viala,31/07/2018,visant à soutenir le fonctionnement des services départementaux dincendie et de secours et à favoriser lengagement des sapeurs-pompiers volontaires
724,1193,Christophe Naegelen,03/08/2018,visant à simplifier les démarches des associations pour l'organisation de leurs manifestations
725,1194,Thibault Bazin,31/07/2018,visant à améliorer le dispositif permettant de contrôler lidentité des mineurs non accompagnés
726,1195,Laurence Trastour-Isnart,02/08/2018,visant à rendre obligatoire le port du casque pour la pratique du ski et de ses activités assimilées pour les enfants de moins de quatorze ans
727,1196,Jean-Pierre Vigier,03/08/2018,visant à faire reconnaître la ruralité « Grande cause nationale 2019 »
728,1197,Jean-Pierre Door,31/07/2018,visant à permettre au conseil municipal recomposé suite à une élection partielle complémentaire de réélire non pas seulement les adjoints mais lensemble de lexécutif
729,1198,Stéphane Viry,31/07/2018,"visant à laisser la liberté au contrevenant de commuer l'amende perçue lorsque le dépassement est inférieur à 10 kilomètres par heure et que la vitesse maximale autorisée est supérieure à 50 kilomètres par heure, en heures de travail d'intérêt général au service de la collectivité"
730,1199,Stéphane Viry,31/07/2018,tendant à étendre le périmètre des communes pouvant percevoir la taxe sur les déchets réceptionnés dans une installation de stockage de déchets ménagers et assimilés
731,1200,Stéphane Viry,31/07/2018,"visant à exonérer des droits d'auteur une fois par an, les communes de moins de 2 000 habitants, les sociétés d'éducation populaire et les associations à but non lucratif pour l'organisation de manifestations gratuites"
732,1201,Stéphane Viry,31/07/2018,tendant à instaurer le 112 comme le véritable numéro d'urgence unique sur l'ensemble du territoire national
733,1202,Gérard Menuel,03/08/2018,relative aux centres communaux et intercommunaux d'action sociale
734,1203,Xavier Breton,03/08/2018,"visant à la mise en place systématique d'une enquête publique précédant toute modification du périmètre d'une circonscription électorale législative, départementale, régionale, européenne"
735,1204,Mathilde Panot,31/07/2018,relative à lencadrement des commissions dintervention pratiquées par les établissements bancaires
736,1205,Bernard Perrut,31/07/2018,visant à valoriser lengagement des sapeurs-pompiers
737,1206,Meyer Habib,03/08/2018,visant à interdire la vente libre de colliers à pointes et colliers de dressage par stimulation électrique
738,1207,Maxime Minot,08/08/2018,visant à protéger et renforcer les écoles rurales 
739,1208,Patrick Hetzel,02/08/2018,visant à améliorer la retraite des sapeurs-pompiers volontaires
740,1209,Michel Vialay,03/08/2018,visant à la suppression progressive des bouteilles en plastique au profit du développement de la filière de réutilisation des bouteilles en verre
741,1218,,30/07/2018,"rejetée par le Sénat, relative à la lutte contre la manipulation de l'information "
742,1219,,30/07/2018,", rejetée par le Sénat, relative à la lutte contre la manipulation de l'information "
743,1220,,31/07/2018,", modifiée par le Sénat, en nouvelle lecture, relative à la mise en uvre du transfert des compétences eau et assainissement aux communautés de communes et aux communautés d'agglomération"
744,1223,Marc Le Fur,14/08/2018,instaurant un droit daudition des membres du Gouvernement par le Parlement
745,1225,Olivier Dassault,23/11/2018,visant à valoriser les territoires ruraux
746,1227,Patrice Verchère,05/09/2018,"tendant à modifier les indemnités de fonction des conseillers municipaux auxquels le maire a délégué une partie de ses fonctions

"
747,1228,Isabelle Rauch,05/09/2018,visant à inclure les activités de restauration et dhôtellerie situées dans les communes rurales parmi les dérogations de signalisation par des préenseignes
748,1229,Jean-Carles Grelier,07/09/2018,d'orientation pour l'avenir de la santé
749,1230,Aurélien Pradié,11/09/2018,relative à l'inclusion des élèves en situation de handicap
750,1231,Éric Ciotti,05/09/2018,visant à lutter contre l'absentéisme scolaire
751,1232,Marianne Dubois,05/09/2018,sur la rénovation du service national universel
752,1238,Pierre Cordier,22/10/2018,visant à permettre aux parlementaires d'être maires de communes de moins de 10 000 habitants
753,1242,André Chassaigne,25/09/2018,visant à encourager la gratuité des transports collectifs urbains et périurbains
754,1243,Laurence Trastour-Isnart,25/09/2018,pour une école transmettant les valeurs de la République française
755,1244,Thibault Bazin,25/09/2018,visant à renforcer la moralisation de la vie syndicale
756,1245,Daniel Fasquelle,25/09/2018,visant à exempter de contribution audiovisuelle la population disposant dun accès techniquement restreint à la télévision numérique terrestre.
757,1246,Jean-Louis Masson,25/09/2018,"visant à renforcer pénalement les dispositions de l'article 40, alinéa 2, du code de procédure pénale"
758,1247,Véronique Louwagie,25/09/2018,visant à faire de lannée 2020 une année dédiée au numérique et au digital
759,1248,Véronique Louwagie,25/09/2018,relative à létablissement annuel dune cartographie des besoins en emplois en France
760,1249,Fabrice Brun,25/09/2018,"visant à aggraver les sanctions pénales applicables pour labandon danimal, lexercice de sévices graves sur les animaux et la commission dactes de cruauté envers les animaux et à favoriser l'adoption d'animaux recueillis"
761,1250,Christophe Euzet,25/09/2018,visant à développer les actions en faveur de l'environnement en milieu scolaire
762,1251,Arnaud Viala,25/09/2018,visant à augmenter le numerus clausus en médecine et à faciliter l'installation des médecins sur les territoires ruraux
763,1252,Marine Brenier,25/09/2018,relative au don de corps à la science
764,1254,Antoine Savignat,02/10/2018,tendant à créer une commission d'enquête sur l'organisation et le fonctionnement de la Commission nationale des comptes de campagne et des financements politiques
765,1256,Guy Teissier,28/09/2018,relative à la Journée nationale dhommage aux harkis
766,1259,Thibault Bazin,18/10/2018,visant à interdire le cumul de fonctions électives à l'étranger avec un mandat de député ou de sénateur
767,1261,Valérie Bazin-Malgras,09/10/2018,visant à promouvoir l'adoption de l'assiette commune consolidée pour l'impôt des sociétés
768,1262,Valérie Bazin-Malgras,10/10/2018,relative à l'assiette commune consolidée pour l'impôt des sociétés
769,1267,Jean-Luc Mélenchon,05/10/2018,"tendant à la création d'une commission d'enquête sur le scandale humain, sanitaire et écologique du chlordécone dans les Antilles françaises"
770,1272,Valérie Lacroute,11/10/2018,visant à valoriser l'engagement des sapeurs-pompiers volontaires
771,1273,Nicolas Dupont-Aignan,09/10/2018,visant à instaurer une contribution obligatoire aux frais d'incarcération des détenus
772,1274,Emmanuel Maquet,04/10/2018,visant à compenser la perte de pouvoir d'achat subie par les retraités
773,1275,Marine Brenier,09/10/2018,relative au maintien de la part fiscale des enfants décédés
774,1276,Isabelle Valentin,09/10/2018,visant à diminuer lâge de lobtention du brevet daptitude aux fonctions danimateur
775,1277,Isabelle Valentin,09/10/2018,visant à permettre une dérogation au travail dominical pour les stagiaires de la formation professionnelle
776,1278,Éric Pauget,10/10/2018,encourageant le mécénat en faveur du sport
777,1279,Michel Vialay,12/10/2018,relative à la suppression de la séparation entre lordonnateur et le comptable dans les collectivités territoriales
778,1280,Olivier Falorni,09/10/2018,visant à interdire lutilisation du glyphosate
779,1281,Emmanuelle Anthoine,09/10/2018,visant à simplifier les démarches administratives suite à un décès
780,1282,Julien Dive,09/10/2018,visant à lutter contre le développement des dépôts sauvages
781,1283,Christophe Bouillon,09/10/2018,visant à améliorer les conditions de rentrée scolaire des enfants en situation de handicap
782,1284,Christophe Naegelen,10/10/2018,visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux
783,1298,Guillaume Peltier,16/10/2018,visant à appliquer un plafond à toute rémunération dans la sphère publique
784,1301,Philippe Gosselin,11/10/2018,"exprimant la gratitude de l'Assemblée nationale pour l'héroïsme des combattants et du peuple français à l'occasion du Centenaire de la fin de la Première Guerre mondiale, et souhaitant une commémoration de l'événement le 11 novembre 2018 dans un esprit et un vu de paix universelle"
785,1308,Damien Abad,23/10/2018,"tendant à la création d'une commission d'enquête sur l'agénésie transverse des membres supérieurs et la détermination de ses causes dans l'Ain, en Loire-Atlantique et dans le Morbihan"
786,1311,Vincent Ledoux,23/10/2018,visant à interdire les animaux sauvages dans les cirques
787,1312,Bernard Brochand,23/10/2018,relative au financement de la recherche sur le cancer et les maladies incurables de l'enfant
788,1313,Philippe Huppé,23/10/2018,visant à rétablir l'équité au sein des plateformes de réservation en ligne
789,1314,Olivier Becht,23/10/2018,portant modernisation de la laïcité et des relations entre l'Etat et les cultes
790,1315,Valérie Bazin-Malgras,23/10/2018,visant à simplifier les modalités d'élection des représentants des parents d'élèves au sein des conseils d'école et des conseils d'administration des établissements publics locaux d'enseignement
791,1316,Valérie Bazin-Malgras,23/10/2018,visant à exempter les communes de moins de cent habitants des procédures de passation des marchés publics
792,1317,Guillaume Peltier,23/10/2018,visant à lutter contre les délocalisations en annulant les réductions de charges octroyées à une entreprise en cas de transfert volontaire de son activité à l'étranger
793,1318,Daniel Fasquelle,23/10/2018,"visant à assurer la loyauté et une information claire au consommateur en matière de produits bancaires, financiers et de financements participatifs"
794,1319,Daniel Fasquelle,23/10/2018,visant à faire payer aux plateformes de réservation en ligne basées à l'étranger leurs impôts en France
795,1320,Thibault Bazin,23/10/2018,visant à étendre les compétences de l'Agence de la biomédecine à l'intelligence artificielle
796,1321,Éric Pauget,26/10/2018,visant à créer une « Grande cause municipale »
797,1322,Francis Vercamer,23/10/2018,visant à créer un fonds pour l'accompagnement des victimes
798,1323,Agnès Firmin Le Bodo,23/10/2018,visant à inscrire un âge limite de délivrance d'agrément pour les accueillants familiaux
799,1324,Guillaume Peltier,23/10/2018,visant à faire participer les sociétés concessionnaires d'autoroutes à l'entretien du réseau routier français et aux autres modes de transport
800,1325,Guillaume Peltier,23/10/2018,visant à baisser les tarifs des péages autoroutiers en cas de diminution temporaire de la vitesse maximale autorisée ou du nombre de voies de circulation
801,1326,Agnès Firmin Le Bodo,23/10/2018,visant à améliorer la santé visuelle des personnes âgées en perte d'autonomie
802,1327,Laurence Vichnievsky,23/10/2018,pour ouvrir les actions de groupe aux citoyens
803,1328,Nathalie Elimas,23/10/2018,"visant à renforcer la prise en charge des cancers pédiatriques par la recherche, le soutien aux aidants familiaux, la formation des professionnels et le droit à l'oubli"
804,1329,Sarah El Haïry,23/10/2018,visant à améliorer la trésorerie des associations
805,1330,Jimmy Pahun,23/10/2018,pour la protection des activités agricoles et des cultures marines en zones littorale et de montagne
806,1331,Maud Petit,23/10/2018,relative à l'interdiction des violences éducatives ordinaires
807,1332,Bérengère Poletti,23/10/2018,portant création d'une exonération fiscale pour les nouveaux praticiens hospitaliers en zone de revitalisation rurale
808,1333,Pierre Dharréville,23/10/2018,tendant à garantir le pouvoir d'achat des retraités
809,1334,Valérie Boyer,29/10/2018,visant à prévenir les risques de mutilations sexuelles féminines et à responsabiliser les parents
810,1338,Jean-Christophe Lagarde,26/10/2018,invitant le Gouvernement à créer un fonds spécifique destiné à la recherche oncologique pédiatrique
811,1339,Pierre Cordier,31/10/2018,tendant à la création d'une commission d'enquête relative à la violence au sein des établissements scolaires
812,1340,Franck Marlin,31/10/2018,tendant à la création d'une commission d'enquête relative à la régulation des concessions autoroutières
813,1343,Damien Abad,31/10/2018,"tendant à la création d'une commission d'enquête sur les activistes antispécistes violents et sur les atteintes à la ""liberté alimentaire"""
814,1344,Jean-Marie Sermier,30/10/2018,visant à mieux accompagner les élus locaux confrontés aux stationnements illicites des gens du voyage
815,1345,Jean-Christophe Lagarde,30/10/2018,relative au financement de la recherche oncologique pédiatrique par l'industrie pharmaceutique
816,1346,Paul-André Colombani,31/10/2018,relative au rétablissement de la continuité territoriale des soins en matière de déplacements médicaux depuis la Corse vers le continent
817,1347,Louis Aliot,30/10/2018,"visant à donner un caractère obligatoire à linterdiction dexercice dactivités professionnelles ou bénévoles au contact de mineurs et de majeurs protégés aux personnes condamnées pour des faits datteinte sexuelle sur mineur, de diffusion et de détention de documents pédopornographiques, de pédophilie, dagressions et de viols sur majeurs protégés"
818,1348,Pierre-Henri Dumont,30/10/2018,visant à légiférer en matière de nouveaux engins électriques
819,1352,,08/11/2018,", adoptée par le Sénat, visant à prévenir les violences lors des manifestations et à sanctionner leurs auteurs"
820,1353,,08/11/2018,", adoptée par le Sénat, visant à favoriser la reconnaissance des proches aidants"
821,1354,Jean-Louis Masson,06/11/2018,visant à la création d'une commission d'enquête sur l'indemnisation des familles de harkis et leurs descendants
822,1356,,14/11/2018,", adoptée par le Sénat après engagement de la procédure accélérée, relative à la représentation des personnels administratifs, techniques et spécialisés au sein des conseils d'administration des services départementaux d'incendie et de secours "
823,1360,Philippe Gosselin,12/11/2018,exprimant aux combattants et au peuple français la gratitude de la Nation à l'occasion du Centenaire de la fin de la Première Guerre mondiale et formulant des vux de paix durable
824,1362,Marine Brenier,06/11/2018,visant à garantir les revenus des retraités
825,1363,Daniel Fasquelle,23/11/2018,invitant le Gouvernement à défendre le pouvoir d'achat des retraités et à sécuriser les revalorisations des pensions
826,1367,,06/11/2018,", adoptée par l'Assemblée nationale, en nouvelle lecture, relative à la lutte contre la manipulation de l'information "
827,1368,,06/11/2018,", adoptée par l'Assemblée nationale, en nouvelle lecture, relative à la lutte contre la manipulation de l'information "
828,1369,Philippe Vigier,29/01/2019,tendant à la création d'une commission d'enquête sur les dépassements budgétaires des chantiers publics
829,1372,Julien Dive,13/11/2018,permettant à tout titulaire de la médaille militaire de bénéficier d'une draperie tricolore sur son cercueil
830,1373,Éric Ciotti,20/11/2018,visant à lutter contre les comportements irrespectueux des valeurs fondamentales de la République à l'école
831,1374,Éric Ciotti,19/12/2018,relative à la lutte contre la délinquance des mineurs
832,1375,Claire O'Petit,13/11/2018,"visant à faire reconnaître la protection de l'enfance maltraitée ""Grande cause nationale 2019"""
833,1376,François Ruffin,15/11/2018,visant à sortir la psychiatrie de la maltraitance budgétaire
834,1377,Sébastien Chenu,15/11/2018,tendant à l'interdiction des péages urbains
835,1378,Emmanuelle Anthoine,13/11/2018,relative au harcèlement scolaire
836,1379,Patricia Mirallès,15/11/2018,visant à interdire l'impression et la distribution systématique des tickets de caisse dans les surfaces de vente
837,1380,Xavier Breton,13/11/2018,visant à associer la population aux créations de communes nouvelles pour une démocratie plus participative
838,1381,Nicolas Forissier,15/11/2018,visant à privilégier la plus petite commune en cas de fusion et absorption de services publics
839,1382,Sébastien Chenu,15/11/2018,prévoyant la création de centres d'accueil pour personnes sans domicile fixe et leurs chiens
840,1383,Franck Marlin,15/11/2018,visant à plafonner la retraite des anciens Présidents de la République
841,1384,Daniel Fasquelle,23/11/2018,visant à introduire une taxation sur le chiffre d'affaires afin de faire payer aux opérateurs de plateformes numériques leurs impôts en France
842,1385,Daniel Fasquelle,07/11/2018,visant à redéfinir l'établissement stable afin de permettre une fiscalisation effective des opérateurs de plateformes numériques
843,1386,Julien Borowczyk,12/11/2018,visant à sécuriser lexercice des praticiens diplômés hors Union européenne
844,1387,Pierre Dharréville,13/11/2018,tendant à garantir le pouvoir d'achat des retraités
845,1392,Jean-Luc Mélenchon,15/11/2018,tendant à la création d'une commission d'enquête sur la lutte contre les groupuscules d'extrême droite en France
846,1393,,16/11/2018,", adoptée par le Sénat après engagement de la procédure accélérée, portant création d'une Agence nationale de la cohésion des territoires "
847,1394,,26/11/2018,", adoptée par le Sénat après engagement de la procédure accélérée, relative à la nomination du directeur général de l'Agence nationale de la cohésion des territoires "
848,1404,Marine Le Pen,16/11/2018,sur le renforcement de la neutralité des magistrats
849,1406,Delphine Batho,23/11/2018,"tendant à la création dune commission denquête sur les dysfonctionnements du système de pharmacovigilance révélés par la crise sanitaire liée à la nouvelle formule du Levothyrox

"
850,1407,Fabrice Brun,28/11/2018,visant à acter la reconnaissance de la Nation aux harkis
851,1410,,27/11/2018,", adoptée par le Sénat, visant à lutter contre l'exposition précoce des enfants aux écrans "
852,1418,Fabrice Brun,21/11/2018,tendant à la création d'une commission d'enquête sur l'organisation des mouvements antispécistes violents auteurs d'entraves à la liberté commerciale et d'actes de vandalisme et de violence
853,1420,Olivier Dassault,27/11/2018,visant à expérimenter la vitesse de 150 kilomètres par heure sur les autoroutes
854,1421,Gilbert Collard,26/11/2018,"relative aux perquisitions, à la vie politique et à la déontologie"
855,1422,Valérie Beauvais,27/11/2018,"visant à favoriser la pratique sportive en entreprise et à créer un label ""sport santé"" en faveur des entreprises qui favorisent et incitent à la pratique du sport"
856,1423,Jean-Claude Bouchet,27/11/2018,visant à étendre le dispositif daccès direct au fichier des objets et des véhicules signalés et au fichier des personnes recherchées aux agents de la police municipale
857,1424,Nicolas Forissier,27/11/2018,visant à supprimer la cotisation syndicale obligatoire des salariés
858,1425,Brigitte Kuster,26/11/2018,visant à attribuer au maire de Paris le pouvoir de police administrative générale
859,1426,Bruno Bilde,27/11/2018,visant à supprimer la taxe sur la valeur ajoutée sur le montant de la taxe intérieure sur la consommation de produits énergétiques afin de préserver le pouvoir d'achat et la mobilité des Français
860,1427,Valérie Bazin-Malgras,27/11/2018,visant à faciliter l'embauche d'apprentis en situation de handicap
861,1428,Bernard Perrut,26/11/2018,visant à encourager la certification environnementale des exploitations agricoles
862,1429,Fabrice Brun,27/11/2018,visant à préciser les conditions dimposition des plus-values réalisées par le bailleur lors de la cession du fonds donné en location-gérance
863,1430,Fabrice Brun,27/11/2018,visant à créer des crédits dimpôt pour les actifs résidant dans les zones peu denses et très peu denses afin de limiter les effets de la hausse du prix des carburants
864,1431,Fabrice Brun,27/11/2018,visant à mettre en uvre à titre expérimental un dispositif de zones franches rurales dans les bassins demploi ruraux défavorisés 
865,1432,Agnès Firmin Le Bodo,26/11/2018,visant louverture du marché du travail aux personnes atteintes de diabète
866,1433,Danièle Obono,26/11/2018,visant à faire de l'assistance médicale à la procréation un droit universel
867,1434,Bérengère Poletti,26/11/2018,portant création de l'entraide familiale bénévole pour les récoltes agricoles
868,1435,Bastien Lachaud,26/11/2018,visant à instaurer des jours sans chasse afin de sécuriser les espaces naturels
869,1437,,21/11/2018,", adoptée par le Sénat, visant à lutter contre la désertification bancaire dans les territoires ruraux "
870,1441,,22/11/2018,", adoptée par le Sénat, visant à la présentation d'un rapport au Parlement sur la mise en uvre des préconisations de l'Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail concernant la prise en compte de l'impact des effets cocktails des produits chimiques sur l'homme et son environnement ainsi que des actions relatives aux éventuels risques liés à l'emploi de granulats de pneumatiques dans les terrains de sport synthétiques et usages similaires"
871,1444,André Chassaigne,10/12/2018,tendant à la création d'une commission d'enquête sur l'affaire de machines défectueuses utilisées pour le prélèvement du plasma dans le système transfusionnel français
872,1457,Marie-France Lorho,10/12/2018,tendant à la création d'une commission d'enquête sur la lutte contre les groupuscules d'extrême gauche en France
873,1458,Jean-Jacques Ferrara,26/12/2018,"visant à instituer une journée de sensibilisation au don de moelle osseuse, sur les lieux de travail et dans les établissements denseignement supérieur"
874,1463,Frédéric Reiss,11/12/2018,visant à créer des regroupements scolaires
875,1464,Marine Le Pen,13/12/2018,"pour une justice plus efficace, plus impartiale et au service du bien commun"
876,1465,Damien Abad,11/12/2018,"visant à la protection, la promotion et la sensibilisation de la biodiversité dans les écoles élémentaires françaises"
877,1466,Grégory Besson-Moreau,11/12/2018,visant à favoriser le développement des pompes de biocarburant et des points de recharge électrique
878,1467,Daniel Fasquelle,11/12/2018,visant à introduire une taxe intérieure de consommation sur les produits énergétiques flottante afin de soutenir le pouvoir d'achat des ménages français face à la hausse des prix des produits pétroliers
879,1468,Geneviève Levy,11/12/2018,visant à harmoniser l'attribution de l'allocation aux adultes handicapés à l'âge de la retraite
880,1469,Frédérique Meunier,11/12/2018,visant à clarifier les compétences des départements en matière de soutien aux aéroports régionaux contribuant à leur développement touristique
881,1470,Franck Marlin,11/12/2018,"relative à la délinquance des mineurs, à la suppression des allocations familiales, majorations et allocations d'assistance aux parents ou à toute personne ayant la garde de mineurs"
882,1471,Éric Straumann,11/12/2018,visant à étendre aux conseillers municipaux non indemnisés la possibilité de bénéficier d'une réduction d'impôt pour les frais kilométriques engagés à l'occasion de leur mandat
883,1472,Stéphane Viry,11/12/2018,visant à universaliser l'allocation de rentrée scolaire tout en la rendant plus cohérente avec les véritables coûts de scolarité
884,1473,Stéphane Viry,11/12/2018,visant à l'obligation de réindustrialisation par les entreprises procédant à une délocalisation
885,1474,Stéphane Viry,11/12/2018,visant à accorder un « permis blanc » pour certaines catégories d'automobilistes en fonction de leur profession
886,1475,Émilie Bonnivard,11/12/2018,visant à rénover et à remettre sur le marché locatif les hébergements des résidences de tourisme
887,1476,Vincent Rolland,11/12/2018,relative à la fiscalité des établissements touristiques
888,1477,Vincent Rolland,11/12/2018,relative à la capacité d'accueil des destinations touristiques
889,1478,Jean-Louis Masson,11/12/2018,visant à libérer le financement des services départementaux d'incendie et de secours des contraintes du dispositif de Cahors
890,1479,Daniel Fasquelle,12/12/2018,visant à améliorer la transmission d'entreprise en créant le statut juridique de tuteur auprès du cédant
891,1480,Nathalie Bassire,18/12/2018,portant sur l'encadrement général des prix à titre expérimental dans le département de La Réunion
892,1487,Bastien Lachaud,14/12/2018,tendant à la création d'une commission d'enquête relative au maintien de l'ordre en réaction aux mouvements lycéens
893,1489,Julien Aubert,26/12/2018,"tendant à la création dune commission denquête sur limpact économique, industriel et environnemental des énergies renouvelables, sur la transparence des financements et sur lacceptabilité sociale des politiques de transition énergétique"
894,1491,,12/12/2018,", adoptée par le Sénat, visant à adapter l'organisation des communes nouvelles à la diversité des territoires"
895,1495,,12/12/2018,", rejetée par le Sénat en première lecture, instituant des funérailles républicaines"
896,1496,,01/03/2019,", adoptée par le Sénat, relative à la performance des services de la navigation aérienne"
897,1499,Julien Aubert,21/12/2018,tendant à rendre le référendum dinitiative partagée plus démocratique
898,1500,Julien Aubert,20/12/2018,tendant à rendre le référendum dinitiative partagée plus démocratique
899,1505,Jean-Charles Colas-Roy,26/12/2018,visant à lutter contre la mort subite et à sensibiliser la population aux gestes qui sauvent
900,1506,Gilles Le Gendre,20/12/2018,relative au délai d'intervention du juge des libertés et de la détention en rétention administrative à Mayotte
901,1509,Marine Brenier,07/01/2019,visant à garantir les revenus des retraités
902,1510,Jean-Hugues Ratenon,18/12/2018,"tendant à la création d'une commission d'enquête sur l'accès à l'eau potable, sa qualité et ses effets sur la santé en Outre-mer"
903,1511,Jean-Hugues Ratenon,11/01/2019,tendant à la création d'une commission d'enquête relative à la protection du littoral des territoires insulaires et ultramarins français
904,1512,Dino Cinieri,28/01/2019,invitant le Gouvernement à envisager de prendre des mesures urgentes et claires pour sécuriser la situation des personnes veuves bénéficiant d'une pension de réversion
905,1514,Jean-Christophe Lagarde,17/01/2019,"tendant à la création d'une commission d'enquête sur la situation, les missions et les moyens des forces de sécurité, qu'il s'agisse de la police nationale, de la gendarmerie ou de la police municipale"
906,1517,Jean-Hugues Ratenon,11/01/2019,tendant à la création dune commission denquête sur les avortements et stérilisations forcés ayant eu lieu à La Réunion
907,1519,Pierre Dharréville,26/12/2018,visant à soutenir les très petites entreprises et les petites et moyennes entreprises face à la concurrence des grands groupes
908,1520,Marc Le Fur,26/12/2018,visant à abroger la hausse de la fiscalité sur les carburants sur l'ensemble du quinquennat
909,1521,Valérie Rabault,04/01/2019,visant à répondre à la colère des Françaises et des Français pour plus de justice et d'égalité
910,1522,Jérôme Nury,27/12/2018,relative à la lutte contre le frelon asiatique
911,1523,Bernard Brochand,31/12/2018,"visant à faire reconnaître la lutte contre la disparition des abeilles ""Grande cause nationale 2019"""
912,1524,Éric Pauget,27/12/2018,visant à développer le télétravail par la négociation dans l'entreprise
913,1525,Sébastien Leclerc,26/12/2018,visant à amplifier et à réussir la lutte contre le frelon asiatique
914,1526,Richard Ramos,11/01/2019,relative aux pré-enseignes
915,1527,Franck Marlin,31/12/2018,visant à flécher l'intégralité des recettes des amendes du contrôle routier à l'entretien du réseau routier national non concédé
916,1528,Marc Le Fur,26/12/2018,visant à autoriser l'emploi de signes diacritiques et de ligatures pour l'inscription d'un prénom traditionnel issu d'une langue régionale de France sur les registres de l'état civil
917,1529,Pierre Cordier,27/12/2018,visant à définir la procédure à mettre en uvre pour une réforme globale du système de retraites
918,1530,Delphine Batho,26/12/2018,"relative à la cession, à la fourniture et au transfert de semences ou de matériels de reproduction des végétaux despèces cultivées de variétés appartenant au domaine public à des utilisateurs finaux non professionnels"
919,1531,Delphine Batho,26/12/2018,relative à létiquetage de lorigine du miel
920,1532,Fabrice Brun,27/12/2018,visant à établir les règles d'imposition du bénéfice des sociétés ayant une présence numérique significative et à taxer ainsi les géants du numérique au profit de la transition écologique
921,1533,Marc Le Fur,26/12/2018,"visant à modifier limpôt sur la fortune immobilière afin de préserver le foncier non-bâti, les espaces naturels et les propriétés rurales"
922,1534,Marc Le Fur,26/12/2018,visant à mettre à lisolement les détenus fichés « S »
923,1535,Marc Le Fur,26/12/2018,visant à réduire limposition sur les successions et à faciliter la transmission de patrimoine aux jeunes générations
924,1536,Marc Le Fur,26/12/2018,"visant à exclure de la base dimposition de la taxe sur la valeur ajoutée les impôts, taxes et prélèvements obligatoires applicables à la fourniture délectricité, de gaz et deau ainsi que la taxe intérieure de consommation sur les produits énergétiques"
925,1537,Marianne Dubois,27/12/2018,portant réforme de la taxe d'enlèvement des ordures ménagères
